matchId,t1Dragons,t2Dragons,t1Rift,t2Rift,topGoldDiff,jgGoldDiff,midGoldDiff,adcGoldDiff,suppGoldDiff,timePlay,winloss,top1,jug1,mid1,adc1,sp1,top2,jug2,mid2,adc2,sp2
NA1_4240267962,1,1,0,1,-2516,-1353,-2373,1168,464,1532,200,Shen,LeeSin,Akali,Samira,Blitzcrank,Gwen,Viego,Talon,Vayne,Alistar
NA1_4257791884,1,1,1,0,-204,-221,639,2395,264,1229,100,Ryze,Ivern,Vayne,Jinx,Nautilus,Qiyana,Kindred,Malzahar,Kaisa,Karma
NA1_4249500602,1,1,0,0,-543,-247,-1043,-510,-877,1795,200,Fiora,Diana,Kaisa,Jhin,Nautilus,Garen,Rammus,Viktor,Ezreal,FiddleSticks
NA1_4245387383,0,0,0,0,0,0,0,0,0,194,100,Trundle,Ivern,Fizz,Jinx,Senna,Sion,Neeko,Ezreal,Thresh,
NA1_4250437416,1,0,1,0,593,399,-1049,2944,-647,2102,100,Darius,Shaco,Lissandra,Ezreal,Veigar,Akali,Volibear,Yasuo,Zeri,Yuumi
NA1_4243971189,1,1,0,1,1608,-1084,-1824,1753,-1323,2050,200,Shen,Kindred,Vladimir,Sivir,Brand,Nasus,Volibear,Garen,Jhin,Zyra
NA1_4245996753,2,0,0,1,867,-1985,1535,-565,620,1594,100,Teemo,Udyr,Syndra,Zeri,Renata,Singed,Kindred,Jayce,Veigar,Blitzcrank
NA1_4259068219,1,0,1,0,872,952,2070,-137,-772,2112,200,Kayle,Viego,Graves,Jinx,Shaco,Nasus,Ekko,Talon,Xayah,Xerath
NA1_4247974053,1,0,0,0,1340,-179,-1864,1705,850,1759,200,Sion,Volibear,Talon,Kaisa,Janna,Mordekaiser,Zac,Yone,Tristana,Lulu
NA1_4257898263,1,0,0,1,-2619,198,1221,62,417,1826,100,Irelia,Volibear,Qiyana,Jhin,Lux,Mordekaiser,Graves,Kassadin,Ezreal,Heimerdinger
NA1_4253360325,0,2,0,1,-1436,1057,-21,-2199,-1027,1293,200,Camille,Warwick,Ahri,MissFortune,Sona,Aatrox,Kindred,Viktor,Lucian,Nami
NA1_4258584847,2,0,1,0,-353,538,2173,-661,-830,2409,100,Zilean,Sejuani,Leblanc,Thresh,Lucian,Malphite,Mordekaiser,Corki,Jhin,Zyra
NA1_4253976030,0,1,1,0,3541,348,326,1533,740,1464,100,Mordekaiser,MonkeyKing,Akali,Jinx,Soraka,Malphite,Karthus,Yasuo,Jayce,Thresh
NA1_4259933485,2,0,1,0,2619,2752,2818,-1419,-141,1737,100,Yorick,Volibear,Viktor,Zeri,Nasus,TahmKench,Chogath,Karma,Jhin,Shaco
NA1_4244274475,1,0,0,1,-1842,-1071,845,1814,1352,2084,100,Jax,Shyvana,Zed,Ezreal,Vex,Garen,Vi,Viktor,Kaisa,Zac
NA1_4250676609,0,1,0,1,1265,216,827,1047,553,1583,100,Illaoi,Kayn,Akali,Samira,Malphite,Poppy,Volibear,Fizz,Xayah,Pyke
NA1_4237905201,0,1,0,1,-1732,-540,-578,-2108,-2590,2053,200,Fiora,Nunu,Syndra,Zeri,Yuumi,Pantheon,Amumu,Vex,Caitlyn,Pyke
NA1_4254351301,0,0,0,0,0,0,0,0,0,199,200,Urgot,Hecarim,Lux,Nautilus,Darius,Shyvana,Viktor,Ashe,Xerath,
NA1_4251578454,1,1,0,0,-1715,677,123,-172,3408,2329,100,Darius,Sejuani,Vladimir,Jhin,Senna,Sett,Volibear,Ryze,Caitlyn,Nami
NA1_4253023857,1,0,0,1,-3050,1399,448,-300,-109,2748,200,Graves,Viego,Corki,Ashe,Vex,Tryndamere,Shaco,Kaisa,Jhin,Renata
NA1_4244470167,0,1,0,1,-136,-2024,-1796,-479,515,1889,200,Nasus,Rammus,Brand,Zeri,Zyra,Riven,Ekko,Zoe,Ashe,MissFortune
NA1_4254543364,0,1,0,1,1347,1016,1466,-707,56,1927,100,Sett,Talon,Viktor,Draven,Soraka,Mordekaiser,Kayn,Veigar,MissFortune,Zyra
NA1_4242477148,1,0,1,0,577,1039,252,526,734,2088,200,Tryndamere,Sejuani,Akali,MissFortune,Morgana,Jayce,MasterYi,Leblanc,Akshan,Soraka
NA1_4241295792,1,0,0,0,-2027,-816,898,-590,-176,2137,200,Sett,Darius,Vayne,Jinx,Zyra,Quinn,Viego,Chogath,MissFortune,Swain
NA1_4255829533,1,0,0,1,-194,-816,-690,1157,1127,1278,100,Garen,Talon,Graves,Varus,Lux,Gwen,MonkeyKing,Yone,Jhin,Xerath
NA1_4244590118,0,0,0,0,-1844,499,1091,-7,1895,2832,200,Urgot,Hecarim,Irelia,Jinx,Lulu,Jax,Twitch,Vex,MissFortune,Brand
NA1_4255869867,0,2,0,1,2583,-600,-592,724,119,1863,100,Vayne,Rammus,Veigar,Tristana,Thresh,Yone,Diana,Orianna,Jinx,Lulu
